,title,upload_date,view_count,tempo_desde_pub,y
574,How to Flare in Hindi | bboy Tutorial | Different Way of Learning Flare | Ajay Poptron,2017-08-19,5184377,1501.0,
575,Breakdancing vs Krump - TRAILER,2012-08-26,2652,3320.0,
576,Breakdancing set to make debut as Olympic sport at Paris 2024,2019-02-23,4090,948.0,
577,BBOY KILL // PRACTICE SESSION,2021-09-25,1081,3.0,
578,Breakdance World Championship Remix,2010-12-29,12682447,3926.0,
579,When Bboy Kill The Beat in the Dance Battles | My Favorites Videos 🔥,2020-12-27,19470,275.0,
580,BBOY ZTIMPY VS BBOY MATITA//BREAK X GRAND JAM 2021 //TOP 32 BATTLE// AND NEXT DAY CALL OUT BY MATITA,2021-04-25,3508,156.0,
581,Easy Breakdancing Moves: On the Floor CCs Break Dance Moves,2020-12-13,29,289.0,
582,Dj Nobunaga | Rusya Jam Crew | Bboy Music 4 Life 2018,2018-01-14,1014836,1353.0,
583,#5 Breakdance Uprock Var,2021-10-01,2,-3.0,
584,Aprenda a Dançar Break Dance com um Tutorial Simples e Rapido #1,2019-02-17,401234,954.0,
585,"""Breakdance Conversation"" with Jimmy Fallon & Brad Pitt",2014-10-15,14095896,2540.0,
586,Bboy Guinho o Fenômeno Power Move Brasil...,2021-05-17,1833,134.0,
587,Annoying Orange - Ask Orange #12:  Break Dance Lessons,2014-08-01,2835682,2615.0,
588,B-Boy Nasty vs. B-Boy Pac Pac | Red Bull BC One Cypher France 2021,2021-05-31,94939,120.0,
589,BBOY ISSEI - Top 10 Sets,2017-07-01,460635,1550.0,
590,How to Moonwalk (Dance Moves Tutorial) | Mihran Kirakosian,2017-02-01,9458958,1700.0,
591,BBOY - Copão Na Minha Mão (Freestyle),2021-01-01,5453,270.0,
592,Getting Down With NYU's Breakdancing Club,2014-03-11,1580,2758.0,
593,FOCUS ON : bboy Haiper Most INCREDIBLE Disabled Break dancer on France's got talent !,2021-05-07,1124,144.0,
594,The World's Greatest Breakdancing Fisherman of ALL Time - Mike Iaconelli,2021-02-04,1741,236.0,
595,Summer Breakdancing,2007-02-25,4319,5329.0,
596,"🇲🇫🏆BBOY JUNIOR ""Dancing his way back home"" - Episode 9 - TRONCHE DE VIE DOCUMENTARY",2016-09-10,40668,1844.0,
597,BBOY MACHINE JUDGE SHOW CASE .// BREAK THE FLOOR 2020,2020-02-03,25940,603.0,
598,Epic AFLAC breakdancing duck commercial,2011-07-23,130513,3720.0,
599,Bboy Luka | BELIEVE |  Red Bull BC ONE 2018 Training,2018-09-10,6308,1114.0,
600,CRAZIEST MOMENTS OF CRASHBANDICOOT 2019!,2019-08-12,6967544,778.0,
601,Breakdancing lifts spirits in Gaza,2009-09-08,7583,4403.0,
602,Mobb Deep - Burn Remix | BBoy Breakdance Music 4 Life 2015,2015-04-26,2360996,2347.0,
603,NYC break dancing with little girl who steals the show,2013-01-06,992672,3187.0,
604,Def Jam FFNY The Takeover - My Request Part 2808 (Crazy Legs breakdances the Red Bull),2021-10-02,3,-4.0,
605,Red bull Cypher Fortaleza 2021 Bboy denner vs Bboy.??,2021-09-12,453,16.0,
606,"Фестиваль Брейк-данс ""Сombo Nation-2018"" в Казани. Самый лучший батл по версии оператора ""РВ""",2018-05-01,1649887,1246.0,
607,JENNIE THE SHOW SOLO Dance Break Dance Tutorial | Mirrored + EXPLAINED,2021-02-26,144579,214.0,
608,Russian wins first ever breakdancing gold at youth olympics,2018-10-11,8024,1083.0,
609,How To Breakdance,2018-03-25,1005461,1283.0,
610,POWERMOVES BBOY TARCIO 🔥,2021-03-26,303,186.0,
611,B-Boy Grazy vs. B-Boy Johnny Fox｜Red Bull BC One Cypher Spain 2021,2021-09-13,4405,15.0,
612,Introduction of Breakdancing as an Olympic sport excites dancers,2021-05-09,402,142.0,
613,D 4 Dance Reloaded I Vishak - Popping style I Mazhavil Manorama,2016-12-21,49481193,1742.0,
614,POV Breakdancing,2011-02-24,1392,3869.0,
615,BBOY AMIR Recap | CHAMPION | The Legits Blast Prague 2020,2021-03-30,3372,182.0,
616,"Legendary Bboy Hong 10, Trailer",2019-06-09,109616,842.0,
617,FREE FIRE DRAWING BREAK DANCER BUNDLE - HOW TO DRAW FREE FIRE FF - Gambar Free Fire,2021-04-16,122739,165.0,
618,How to Breakdance | 2 Step | Footwork 101,2012-01-12,298184,3547.0,
619,Gusen vs Lil Jam | Final | Bboy 1on1 | Invincible Breaking Jam 2021,2021-05-18,2022,133.0,
620,BreakDance Best Moves and Hits Compilation HD,2014-09-11,6776,2574.0,
621,Break dance,2021-10-02,213,-4.0,
622,How to Breakdance:  Shoulder Freeze Tutorial/Guide,2011-06-15,281713,3758.0,
623,"BBOY NEGUIN ""POWER & TRICKS""",2021-07-31,291,59.0,
624,Dj Fleg - Victory Ron | Bboy Music 4 Life 2016,2016-12-04,1055689,1759.0,
625,Cool Kids of Tel Aviv (Breakdancing in Israel),2016-10-28,1359,1796.0,
626,practice 2/Oct/2021.   #like #youtube #bboynickindia #breaking #breakdance #bboy #practise,2021-10-02,624,-4.0,
627,breakdancing ytpmv,2021-10-01,98,-3.0,
628,Dança de Rua - Red Bull cmp - Breakdancing Competition,2010-02-27,103921,4231.0,
629,Shake Break Exercise Song for Kids | Pancake Manor,2011-11-28,10109162,3592.0,
630,JBL Unbreakable 2021- 1vs1 Bboy Final Mighty Jim vs Amir,2021-09-20,8167,8.0,
631,Bboy Music / Cypher Bboy Mixtape for Traning 🔥 Vol.8,2021-09-29,516,-1.0,
632,How To Do Basic Breakdance Moves,2011-04-21,186574,3813.0,
633,Bboy music,2021-10-03,1,-5.0,
634,Lil G & Mini Joe vs Cis & Maflex | WORLD BBOY CLASSIC 2016,2016-06-09,520910,1937.0,
635,Bomfunk MC's-Freestyler (Break dance 2020),2020-03-09,37627,568.0,
636,'B-boy Bocas' se quita la ropa mientras baila Break Dance | Audiciones 6 | Got Talent España 2017,2017-02-15,118687,1686.0,
637,bboy hill #shorts,2021-09-29,201,-1.0,
638,Dj 21 -  Planet Rock x Play At Your Own Risk x When I Hear Music Mix,2018-01-21,12773846,1346.0,
639,[KPOP IN PUBLIC RUSSIA] ITZY (있지) - LOCO (FULL BREAK) Dance Cover by CAPSLOCK | ONE TAKE,2021-10-03,2212,-5.0,
640,HOW I CREATED THE WINDMILL | BBoy Crazy Legs on breakdancing | London Real,2017-04-27,29042,1615.0,
641,respect Break Dance Power Moves 💯 💪,2021-09-20,10349,8.0,
642,Bboy Kham talented okay,2021-09-28,11,0.0,
643,FREE BREAK DANCE BUNDLE IN FREE FIRE AND SHARE#aditech #freefireindia #ajjubhai #dineshtechofficial,2021-09-30,18,-2.0,
644,"Pro Lobby of Season 2 HipHop, Asian Scarf & Break Dancer Bundle Players Vs Tonde Gamer - Free Fire",2021-07-07,1617299,83.0,
645,BBOY CREW BATTLE 5 VS 5 | FINAL | IBE 2016,2016-08-07,167385,1878.0,
646,Bboy Illz at Unbreakable 2021,2021-09-28,1849,0.0,
647,[ENG SUB] GOT7 JB VS DUCKY (B-BOY BATTLE) CUT,2015-11-11,516043,2148.0,
648,"Recap Bboy Pocket & Bboy Kill ""Seoul Killer"" | BBIC Korea 2021",2021-09-14,10743,14.0,
649,aespa 에스파 - ‘black mamba’ (dance break) dance cover | karina balcerzak,2020-12-04,108120,298.0,
650,BBOY SUNNI | Floor Wars 2021,2021-05-23,1930,128.0,
651,BBoy Samuka @ DPC JAM 2018,2018-10-24,1232,1070.0,
652,I Used To Breakdance To Impress Girls,2018-07-29,989811,1157.0,
653,HEAD SPIN BATTLE　BBOY KAKU　vs　BBOY TSUKKI　/　Red Bull BC One 2017 Japan Cypher,2017-08-06,341490,1514.0,
654,5 BEGINNER FREEZES - HOW TO BREAKDANCE - BY COACH SAMBO,2020-10-22,16313,341.0,
655,Routine Fire #bboy #breakdance #hiphop #bboyworld,2021-10-02,500,-4.0,
656,Bboy Issei • Ready to 2020 • The Best Bboy In Japan,2020-01-06,1033,631.0,
657,ZONK breakdancing donkey,2013-04-05,12900,3098.0,
658,Amazing Moments at BATTLE OF THE YEAR 2019 // .stance,2019-11-01,987863,697.0,
659,JENNIE THE SHOW SOLO Dance Break Dance Tutorial | Mirrored + SLOW MUSIC,2021-02-26,453931,214.0,
660,F1 Summer Break 2019 – Breakdancing,2019-08-12,948502,778.0,
661,Best Oldschool Breakdance Video Ever (Made 10 years ago!),2010-04-22,764954,4177.0,
662,Breakdance Battle - Chelles Battle Pro final 1 jan 2021,2021-01-23,22169,248.0,
663,I didn't realize Breakdancing was this cool,2021-07-28,8529,62.0,
664,Dollypran - BREAKDANCE (Official Video),2020-08-08,1483464,416.0,
665,I GOT BREAKDANCER BUNDLE 🔥🔥🔥,2021-09-28,7,0.0,
666,Criollo Style Battle Pro Final 1vs1 Final BABY Lil E VS Alexis 2018,2018-10-21,72725976,1073.0,
667,hoy entrenamos powermoves break dance aprende con. bboy,2021-10-02,3,-4.0,
668,Koo Koo Kanga Roo - Get Yo Body Movin' (Dance-A-Long),2018-01-15,3592586,1352.0,
669,Man Born Without Arms And Legs Lives Life Without Limits | BORN DIFFERENT,2019-01-29,12528098,973.0,
670,"Finger Dance in the Studio - Fingers Ballet, Breakdance & Yoga",2015-07-02,89941021,2280.0,
671,Old school Breakdance mix,2013-03-19,753458,3115.0,
672,OLD vs NEW | GROOVE SESSION 2017,2017-11-22,4583693,1406.0,
673,2016 BBOY G NON SUMMER PRACTICE OUTDOOR,2016-11-11,4066,1782.0,
674,Denver Cop Breakdances With 7-Year-Old Boy,2019-08-20,67420,770.0,
675,B-Boy Harlekin vs. B-Boy Cicov | Final | Red Bull BC One Cypher Austria 2019,2019-04-14,20924,898.0,
676,PADAMIHAN NG BREAKDANCE (BRUSKOBROS),2021-09-01,155052,27.0,
677,Craziest Dance Routines!!!! @ R16 Korea 2013,2013-07-17,5137101,2995.0,
678,Bgmi🔥#Pubgmobile#shortvideo#break dance#like_share#sabscirbe#enjoy video,2021-10-02,10,-4.0,
679,BBoy Francklin VS BBoy Tsong - Battle One One World Finals,2020-09-26,4335,367.0,
680,Blondy vs Jaja TOP 24 Popping Forever - Summer Dance Forever 2019,2019-09-07,12435590,752.0,
681,Break Dancing Gorilla at the Calgary Zoo,2011-06-17,4344913,3756.0,
682,SINO PINAKA MAGALING SA BRUSKOBROS MAG BREAKDANCE?,2019-04-03,1193207,909.0,
683,7-Year-Old Shows Off Amazing Breakdancing Moves,2019-03-21,81602,922.0,
684,[K-POP IN PUBLIC RUSSIA ONE TAKE] ITZY “LOCO” (full break) dance cover by Patata Party,2021-09-30,160429,-2.0,
685,bboy 2000s practice,2021-10-01,6,-3.0,
686,Embarrassing 80's -  Breakdancing.,2015-04-08,8164,2365.0,
687,first gold royale bundle break dance,2021-10-02,5,-4.0,
688,B-Boy Lil Zoo vs. B-Boy Alkolil | BREAK THE GAME | Season 6,2021-03-12,753625,200.0,
689,New Latest Hindi Bollywood || Hip Hop Dance || by Dance Masti,2019-01-21,1261998,981.0,
690,Tropical Battle 2021 Bboy Muguen vs Bboy Sinistro,2021-03-07,502,205.0,
691,Most consecutive halos (breakdance) - Guinness World Records,2015-12-10,94383,2119.0,
692,Female Breakdance Entertainment Show,2012-11-14,7627,3240.0,
693,NEGUIN vs KRISS // .stance // Red Bull DANCE YOUR STYLE WORLD FINALS 2019,2019-10-10,9441815,719.0,
694,BBOY KHALIL (Legiteam Obstruxion) Recap | Championnat De France Breaking 2021,2021-09-05,1737,23.0,
695,BBOY BART VS BBOY FLASH GRANDE FINAL (TROPICAL BATTLE 2021),2021-06-21,394,99.0,
696,"Beach Day Party Kids Fitness Brain Break Dance, Physical Education, Virtual School Movement DPA FUN!",2021-05-07,11473,144.0,
697,法國最強但也最沒品的戰神! Bboy Lilou! Reaction to B-Boy Lilou vs B-Boy Alcolil Red Bull BC One World Final 2014,2020-09-23,25107,370.0,
698,Break dance  los mejores del mundo,2016-10-02,65477,1822.0,
699,BBOY MUSIC ONLY,2021-09-30,93,-2.0,
700,Breakdance Power Music Mix (Electro Freestyle) 2020,2020-06-03,57308,482.0,
701,Munde Ne Kitta Break Dance || Dance Video || Canteeni Mandeer,2020-02-07,860153,599.0,
702,B-Boy HAYATO1 vs. B-Boy Shoya｜Red Bull BC One Cypher Osaka 2021,2021-09-06,10452,22.0,
703,10 Heavy BBOY Songs That Will Give You More Energy and Power!,2017-05-06,405012,1606.0,
704,Breakdancing legend Popmaster Fabel talks 2024 Olympics,2020-12-14,661,288.0,
705,MUQBLA_SAMIN KHAN_BEST ONE BREAK DANCE || MALAIMA SANJANI PANDA-5,2021-09-26,4291,2.0,
706,djblesOne - Shallow Boxing | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-07-30,441,60.0,
707,Lazylegz pushes the limits of breakdancing with his ‘ill-ability’,2018-03-15,16478,1293.0,
708,"Kate Davis - I'll Do Anything But Breakdance For Ya, Darling (Daniel Johnston Cover)",2020-10-12,8152,351.0,
709,Bboy Menno | Trailer | Greatest World Champion 🔥,2021-08-06,4122,53.0,
710,"Street Performers, Downtown Manhattan New York",2013-06-10,43475718,3032.0,
711,Craziest Dance Routines!!!! @ R16 Korea 2013,2013-07-17,5137101,2995.0,
712,Sathi's Rakesh Master Spoof || Garam Sathi Break Dance Classes || Garam Garam Varthalu | Sakshi TV,2020-12-09,298471,293.0,
713,Break dance,2021-10-03,0,-5.0,
714,Bboy Music Mixtape 2021 - POWERMOVES ENERGY & TRICKS COMBO BBOYS / BGIRLS ⚡️🔥,2021-05-10,5169,141.0,
715,Vin Diesel break dancing,2006-07-15,874140,5554.0,
716,BBoy Shlag VS BBoy Marswater - Battle One One World Finals,2020-09-26,2636,367.0,
717,The Angry Birds Movie 2 (2019) - Dance Off! Scene (7/10) | Movieclips,2019-12-13,2216866,655.0,
718,"BTS Jungkook break dance skills ,Flexibility  and martial arts compilation 🔥🔥🔥",2020-05-14,265854,502.0,
719,Ultimate Bboy Breaks Video Mixtape,2018-01-09,39910,1358.0,
720,CURSO DE BREAK DANCE - Cómo BAILAR BREAK DANCE,2018-05-18,1157367,1229.0,
721,Breakdance No 2 Bonner  /  Offride   /  Ahlen Herbstkirmes 2021,2021-10-03,16,-5.0,
722,Volt - Break Dance,2019-06-06,143177,845.0,
723,【 BreakDance 】Easy Level Beginner skills,2021-03-08,421513,204.0,
724,The Best Spiderman & StormTrooper dance off Ever (Boogie Storm),2017-08-20,11728201,1500.0,
725,Volt - Dance Energy (Amazing Break Dance),2020-04-25,332446,521.0,
726,⚠️Mega Flash  Warning ⚠️ My fishy learned how to break dance 🥺,2021-10-03,2,-5.0,
727,PLAY AT YOUR OWN RISK. PLANET PATROL  DJTWIST,2014-10-07,11404066,2548.0,
728,INSANE POWERMOVES AND TRICKS 2018// BEST BBOY COMPILATION // PAAW,2018-02-04,1166113,1332.0,
729,3 Step | Breakdance Tutorials For Beginners,2015-02-10,2742,2422.0,
730,breakdance bundle show me emote 😡😡 can I kill breakdancer bundel😲 #shorts  #freefire #shortvideo,2021-09-30,1002,-2.0,
731,How to Do a Handstand | Break Dancing,2013-05-26,294014,3047.0,
732,Breakdancing Doggy Joins Performance || ViralHog,2019-09-15,461364,744.0,
733,C Lil vs Shlag // .BBoy World // BBOY 1on1 EIGHT-FINAL | HIP OPSESSION 2015,2015-02-23,11805,2409.0,
734,"Breakdance Movie ( Breakin' ), Kraftwerk - Tour de France",2008-06-30,78750,4838.0,
735,KPOP RANDOM DANCE CHALLENGE | ENDING/DANCE BREAK,2021-08-29,62499,30.0,
736,Absolute Beginner Break Dance Course | Breaking Made Simple | How To Breakdance For Beginners,2020-03-24,34126,553.0,
737,B-Boy Lil Zoo vs B-Boy Alkolil | Semifinal | Red Bull BC One World Final Austria 2020,2020-11-29,90590,303.0,
738,Awesome Breakdancing Girls,2015-06-04,11668,2308.0,
739,Breakdancing Witches from Shrek,2011-05-19,37775,3785.0,
740,Tip Tip Barsa Paani Hip-Hop Remix Dance Video by Ajay Poptron,2019-09-22,12095156,737.0,
741,break dance girl,2015-09-02,928373,2218.0,
742,BBOY LYRICX JUDGE SHOWCASE AT RED BULL BC ONE NIGERIA CYPHER (PORT HARCOURT) 2021,2021-09-29,3025,-1.0,
743,Round for break dance federation of india 2021 || bboyvy,2021-10-03,4,-5.0,
744,BEST 80's CLEAN (ALL VINYL) BREAK DANCE MIX,2016-11-24,722984,1769.0,
745,"Alfonso Ribeiro Talks Breakdancing With Michael Jackson, ‘Catch 21’, & ‘Fresh Prince’ Memories",2019-11-27,36384,671.0,
746,respect Break Dance Power Moves 💯 💪,2021-09-30,6790,-2.0,
747,Break Dancer Das Original - Dreher/Vespermann (Onride) Video Osterkirmes Bochum 2019,2019-04-26,100772,886.0,
748,Swatch World Breakdancing Championship 1984 אליפות הברייקדאנס העולמית,2019-09-15,278,744.0,
749,Massive Monkees vs Jinjo Crew | R16 BBOY Battle 2012 | YAK FILMS,2012-07-09,89404933,3368.0,
750,Breakdancing Might Make Its Way Into the Olympics,2019-02-21,93996,950.0,
751,One-Legged Break Dancer Shows Off His Moves,2014-11-05,35287,2519.0,
752,Dj Gamra -Tunisian Breaking Camp 2021 -BBoy mixtape | Bboy Music 4 Life 2021,2021-09-01,2898,27.0,
753,Bboy Lilou - Bad compilation 2021,2021-04-02,5259,179.0,
754,Bboy Ratin vs Bboy Simo  - Battle Humanitaria 2018,2018-02-17,4129,1319.0,
755,BBOY FLYING MACHINE (Beast Mode Crew) Recap | Red Bull BC One Cypher India 2021,2021-09-05,780,23.0,
756,Excitement for breakdancing's 2024 Olympic debut,2021-07-19,239,71.0,
757,Red Bull BC One 2015 The Soundtrack | Bboy Breakdance Music,2015-01-01,2969563,2462.0,
758,Freestyle Breakin. - Bboy Break Dance #shortsvideo #breakdance,2021-10-01,709,-3.0,
759,Vin Diesel Reacts to His Old Breakdance Instructional Video | The Tonight Show Starring Jimmy Fallon,2021-06-22,148678,98.0,
760,Bboy Zoopreme at Unbreakable 2021,2021-09-24,11385,4.0,
761,Learning to breakdance with no excuses,2021-09-30,59,-2.0,
762,Duzk vs Shane / BBOY TOP 8 / NK Breaking 2021,2021-09-15,2846,13.0,
763,B-Boy Lussy Sky | World Bboy Classic Feature Series,2020-08-05,2714,419.0,
764,BBOY HAYATO1 Breakin' Basic 1min Tutorial Intro&Outro of Freeze with Go Down/ドロップを使ったフリーズの入り方と解除の基本,2021-09-30,2322,-2.0,
765,Breakdancing Moves: How To Do A 12-Step,2020-11-30,122,302.0,
766,Eminem Dancing Break Dance RARE* Whit Swifty McVay,2013-03-18,3711871,3116.0,
767,Grannies Gone Wild - Seniors Breakdancing,2009-10-08,15318,4373.0,
768,BBOY LEE Recap | Champion | Floor Wars 2021,2021-06-14,5508,106.0,
769,Slowmotion Breakdancing - shot on a GoPro,2011-05-29,33771,3775.0,
770,"How to Breakdance | Footwork Combination | Intact (Ruffneck Attack, Ukraine)",2013-11-15,1421829,2874.0,
771,BREAKDANCER Gives An Emotional Performance on Got Talent Greece | Got Talent Global,2018-11-05,174927,1058.0,
772,Kleju vs Tirock I Top 8 - 1vs1 B-Boy I The Legits Blast Banska Bystrica 2021,2021-07-25,11601,65.0,
773,LARVA - BREAKDANCING | Cartoon Movie | Cartoons | Comics | Larva Cartoon | LARVA Official,2018-08-09,25379753,1146.0,
774,Ali vs. Victor // BREAK FREE DAY 2021 // BBOY FINALS,2021-07-18,27472,72.0,
775,The Noisettes - Bridge to Canada | Bboy Music 4 Life,2014-12-30,11067,2464.0,
776,1970s: BREAKDANCING,2018-04-10,1972,1267.0,
777,Breakdancing as Sport,2020-12-16,67,286.0,
778,"Best of Bboy Breakdance Music: Funk, Soul, Groove & Funky Breaks | Compilation #1",2015-08-08,358001,2243.0,
779,Breakdancing Gorilla at the Calgary Zoo Explained,2011-08-12,221011,3700.0,
780,HYPEST SETS OF WORLD BBOY CLASSIC 2018!,2018-07-06,2410482,1180.0,
781,CRAZY BREAKDANCING!!!,2016-05-15,41810,1962.0,
782,Dance with me #shorts #dance #breakdance,2021-10-02,8,-4.0,
783,Carlton Breakdancing Commercial,2008-05-26,57275,4873.0,
784,WORLD BEST BBOY 2020 ~ CRAZIEST SETS ~ | 世界レベルのブレイクダンスを見てみんなでワーワー言いたい動画,2021-01-11,1335637,260.0,
785,JENNIE 'SOLO' THE SHOW VER. DANCE BREAK dance cover #shorts,2021-09-06,737082,22.0,
786,Volt - Break Dance Division,2021-02-18,42016,222.0,
787,Bboy Lorenzo (12 y/o) at World Bboy Classic 2018,2018-07-12,29217,1174.0,
788,It's A Challenge - Video Song | Aaj Ka Goonda Raaj | Chiranjeevi | Break Dance,2011-08-22,4029882,3690.0,
789,Excitement for breakdancing's 2024 Olympic debut,2021-07-14,1244,76.0,
790,Break Dance - Hentrich (Offride) Video vom Erfurter Oktoberfest 2021,2021-10-03,46,-5.0,
791,How To Breakdance | Breakdance Toprocks - Figure Four Kick and Twist  | Basic Breakdance Steps,2020-06-07,815,478.0,
792,BBOY DANY DANN VS KHALIL / FINALE  CHAMPIONNAT DE FRANCE BREAKING 2021 🇫🇷,2021-08-29,19266,30.0,
793,Mobb Deep - Burn Remix | BBoy Breakdance Music 4 Life 2015,2015-04-26,2360996,2347.0,
794,Breakdancing SANTA -  Battlefield 4 (and more easter eggs),2014-12-19,14843,2475.0,
795,🔥 BEST BBOY POWERMOVES COMPILATION 2019,2018-12-06,765032,1027.0,
797,KIKCK OUT... BREAK DANCE!!!!,2021-10-02,4,-4.0,
798,Top Bboy Sets Of Breaking Bboy Blond The Legend,2021-04-20,131,161.0,
799,[CHOREOGRAPHY] BTS (방탄소년단) ‘ON’ Dance Practice,2020-02-25,46991021,581.0,
800,break dance ⚡💜 #bts #btsedits #btsthreads,2021-10-01,1317,-3.0,
801,"Bboy animation  - ""Change"" - Thesis UTCC 2D Animation 2016",2016-05-17,1032887,1960.0,
802,KID BREAKDANCER WOWS JUDGES! | Kids Got Talent,2020-06-03,14151,482.0,
803,Legendary Bboy Wing | Trailer | Jinjo Crew,2020-12-15,15949,287.0,
804,HOPE 4 HIP HOP DANCE ACADEMY//SHOWCASE// BBOY CITY 2021//AUSTIN TX,2021-10-02,31,-4.0,
805,break dance stant  see video and enjoy your life,2021-10-03,2,-5.0,
806,PLAY AT YOUR OWN RISK. PLANET PATROL  DJTWIST,2014-10-07,11404066,2548.0,
807,WORLD BEST BREAK DANCE COMPILATION 2018 // BEST BBOYS // PAAW,2018-02-14,329219,1322.0,
808,Classic Sesame Street - Breakdancing,2014-10-14,14347,2541.0,
809,Dj 21 -  Planet Rock x Play At Your Own Risk x When I Hear Music Mix,2018-01-21,12773990,1346.0,
810,nyoni & bota performing break dance #shorts #youtubeshorts  #breakdance,2021-10-02,2,-4.0,
811,"[MMA 2020] BTS ""Dynamite"" Best Dance Break | Live Performance",2020-12-05,449770,297.0,
812,DaBangg - Prabhudeva - Revel Events HK,2019-05-23,28299104,859.0,
813,FORTNITE - GOLD CUBE ( THE QUEEN ) BREAKDANCING LIVE IN GAME - FLIPPING DIAGONALLY,2021-09-20,8812,8.0,
814,Breakdancing Moves: How To Do A Coin Drop,2020-12-28,125,274.0,
815,respect Break Dance Power Moves 💯 💪,2021-09-24,28247,4.0,
816,"【 BREAK DANCE 】Power move Collection ( Bboy SNACK , ARIYA , GOODmen , FreeasyClothing )",2018-05-30,1968848,1217.0,
817,How to Breakdance | Double Leg Flow | Flow Basics,2012-01-30,645533,3529.0,
818,Ride3 - Funny Break Dance,2021-10-01,23,-3.0,
819,Dj LEG1ONER - Get up and Dance | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-10-03,3,-5.0,
820,TOP 10 BBOY Sets VOL6 (BreakDance Compilation 2021),2021-01-22,27583,249.0,
821,Lisa | Money | Break Dance Lyrical Whatsapp Status | i4you_official,2021-10-03,0,-5.0,
822,BBOY SHINOBI | FLOW LIKE RIVERS 🌊,2021-09-16,1653,12.0,
823,How to Breakdance | Your First Breakdancing Lesson | FOOTWORK Fundamentals,2018-09-13,1015,1111.0,
824,WORLD BEST BBOY 2020 ~ CRAZIEST SETS ~ | 世界レベルのブレイクダンスを見てみんなでワーワー言いたい動画,2021-01-11,1335637,260.0,
825,Mobb Deep - Burn Remix | BBoy Breakdance Music 4 Life 2015,2015-04-26,2360996,2347.0,
826,Permanent Break Dance Bundle Redeem Code | BREAK DANCER BUNDLE REDEEM CODE FREE FIRE 8 JULY | FF,2021-07-08,4030,82.0,
827,The breakdancing craze comes to Limerick (1984),2009-08-22,17317,4420.0,
828,60 year old man takes break dance battle to a new level,2017-06-04,809180,1577.0,
829,BREAK DANCER BUNDLE IN MY GAME 😱😱 I KILL HIM 🤣🤣 #shorts #shortsfreefire #funnyvideo,2021-07-30,6142879,60.0,
830,Baltimore Comic-Con 2016: Breakdancing Spider-Men (TstunningSpidey & B-boy Spydey),2016-09-04,329572,1850.0,
831,Watch  Tibetan Monks  Breakdance For Beastie Boys Adam Yauch  Gothamist,2014-05-05,415498,2703.0,
832,"Irene Cara - ""Breakdancing"" (Rayko Edit)",2010-03-15,11943,4215.0,
833,Jewish Wedding Breakdancing - Most Requested,2007-12-05,49796,5046.0,
834,FREEFIRE NEW EVENT| FREEFIRE EXTREMATHON GIVEAWAY |PERMANENT BREAK DANCER BUNDLE GIVEAWAY||,2021-07-08,34297,82.0,
835,B-Boy Victor's BEST moments | 10 YEARS of Red Bull BC One All Stars,2021-05-01,17468,150.0,
836,Fusik - Flatfoot | BBOY BEAT | BreakBeat | BBOY MUSIC 2021,2021-09-29,182,-1.0,
837,Keep Your Dreams vs Dancing on Air // stance // BBOY CITY 2021,2021-09-28,2293,0.0,
838,How to Breakdance | 4 Step | Footwork 101,2011-09-27,439404,3654.0,
839,4 Step Breakdance fundamentals Footworks,2021-10-01,63,-3.0,
840,Free Break Dance Bundle - Redeem Code வந்திருச்சு || Today Only Avaliable Nanba ♥,2021-07-08,9612,82.0,
841,Break dance maybe?,2021-10-01,2293,-3.0,
842,break dance song,2021-10-03,2,-5.0,
843,B-Boy Amir vs. B-Boy Create | Red Bull BC One Cypher Kazakhstan 2021,2021-06-21,21662,99.0,
844,Bboy Alpha in Paradiso,2021-10-03,52,-5.0,
845,[CHOREOGRAPHY] BTS (방탄소년단) 'MIC Drop' Dance Practice (MAMA dance break ver.) #2019BTSFESTA,2019-06-06,128135059,845.0,
846,Les Twins | FRONTROW | World of Dance 2014 #WODHI,2014-12-19,77547508,2475.0,
847,"Tech N9ne - B. Boy Ft. Skatterman, Big Scoob, Freddie Foxxx... | OFFICIAL AUDIO",2019-07-04,160332,817.0,
848,Break Dance Bundle Return Gold Royal Spin Trick | Gold Royal 1 Spin Tricks | Free Fire sinhala,2021-08-27,2274,32.0,
849,Spring Break Break Dance - West Orlando Chuck E. Cheese's,2021-04-27,51205,154.0,
850,Abaziz - break dance || عبعزيز - بريك دانس (Prod by: FRANCO),2021-09-27,13330,1.0,
851,B-Boy Lucky vs.  B-Boy Titris | Red Bull BC One Cypher Belgium 2021,2021-05-23,8849,128.0,
852,OLD SCHOOL MIXTAPE BBOY | DJ DARK KNIGHT | BBOY MIXTAPE 2017,2017-06-04,906322,1577.0,
853,respect Break Dance Power Moves 💯 💪,2021-09-26,23008,2.0,
854,How to Do a Kip Up | Break Dancing,2013-06-05,191878,3037.0,
855,Kamaal Hai Song - Badshah | Dance Video | | Freestyle Dance By Deepak Devrani | Trending song 2020,2020-01-22,6570968,615.0,
856,Breakdancing - Over 40's Breakdancing Competion,2012-11-10,6086,3244.0,
857,[沼ハマ] B-BOY「TSUKKI」vs. B-GIRL「Yuika」| ブレイキン沼【スタジオ生対決】| NHK,2021-10-01,2503,-3.0,
858,Breakdancers Look to 2024 Olympic Debut,2021-07-19,1262,71.0,
